"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","SECTOR","GFS_GRP","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:GFS_COFOG(11.0.0)","BRA.S13.G2MF.GF02_T.POTO_PT.A","OBS_VALUE","Brazil","General government","Expenditure by function","Defence, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.89553501029598","1.710322293801783","1.741297227667337","1.794145550380125","1.713934430525459","1.433917002139486","1.427431270478911","1.515569357300763","1.51094387898118","1.505279769065581","1.461300756871404","1.417972850476237","1.251626976043458","1.125209183717725","1.10454001032364"
"IMF.STA:GFS_COFOG(11.0.0)","BRA.S13.G2MF.GF03_T.POTO_PT.A","OBS_VALUE","Brazil","General government","Expenditure by function","Public order and safety, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.584509461448665","6.52381738137932","6.613113088538908","6.707923967412493","6.731437194192657","6.462705662370755","6.750001187934855","7.012205151252293","6.987167655461124","7.239951178929607","6.602505212205199","6.374021311912226","6.270491337016541","6.279727036307647","6.452741129020692"
"IMF.STA:GFS_COFOG(11.0.0)","BRA.S13.G2MF.GF10_T.POTO_PT.A","OBS_VALUE","Brazil","General government","Expenditure by function","Social protection, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.18413219634447","32.90155637429421","34.06664191209324","34.02828169481514","34.07525712486912","31.52884523415105","34.84541363242883","36.95982029009721","36.69371949046995","38.30018898410423","45.46844966884872","38.03035105365045","36.17291343616134","36.97490953388544","36.10594201909939"
"IMF.STA:GFS_COFOG(11.0.0)","BRA.S13.G2MF.GF09_T.POTO_PT.A","OBS_VALUE","Brazil","General government","Expenditure by function","Education, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.20612119535103","12.71832192136826","12.6202299491694","12.5765934939029","11.95384237130532","11.10906138055638","11.13295097638356","11.32405953578405","11.26112031673687","10.93543913358099","9.54827479214268","10.18697285843566","10.98985998459789","10.89017727011663","11.14227693671379"
"IMF.STA:GFS_COFOG(11.0.0)","BRA.S13.G2MF.GF07_T.POTO_PT.A","OBS_VALUE","Brazil","General government","Expenditure by function","Health, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.447720937391829","8.656917493943183","9.087563380094993","9.053852718316369","9.471099933916183","8.893240649836473","9.304063765618122","9.280522037336911","9.330177462324675","10.28882219591479","10.84924309339532","11.8146206658099","10.80021038850157","10.41497910746735","10.98986862303174"
"IMF.STA:GFS_COFOG(11.0.0)","BRA.S13.G2MF.GF08_T.POTO_PT.A","OBS_VALUE","Brazil","General government","Expenditure by function","Recreation, culture and religion, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.055989352683128","1.066854916488444","1.061918584839876","1.013468752273537","0.9081836327489128","0.6799322072668884","0.6229615540565133","0.5615319741240701","0.5802700503271142","0.5804827743670782","0.5385322630577259","0.5715181128869969","0.6396651467703256","0.7480693286505925","0.8779823679384772"
"IMF.STA:GFS_COFOG(11.0.0)","BRA.S13.G2MF.GF05_T.POTO_PT.A","OBS_VALUE","Brazil","General government","Expenditure by function","Environmental protection, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.570822049277719","1.460028435676166","1.441098756041984","1.365157076983322","1.361166917800169","1.14596307216569","1.179755633729069","1.145370101747934","1.178048730705139","1.085212992442801","1.019837905772787","1.052228011096129","1.096699177993298","1.094971830283703","1.214561820216646"
"IMF.STA:GFS_COFOG(11.0.0)","BRA.S13.G2MF.GF01_T.POTO_PT.A","OBS_VALUE","Brazil","General government","Expenditure by function","General public services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.6929505431881","26.74854835319267","25.14653115444266","24.51887012698094","24.80849890955453","31.96422652982886","27.953828216303","26.22798142711625","26.05366697015813","23.15230808315858","18.66967251026178","24.50357648622002","25.43971068079066","25.04900455691959","24.2040842516841"
"IMF.STA:GFS_COFOG(11.0.0)","BRA.S13.G2MF.GF06_T.POTO_PT.A","OBS_VALUE","Brazil","General government","Expenditure by function","Housing and community amenities, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.529705207173365","2.460894244052966","2.497410016086927","2.303093658524928","2.293177479150793","1.922906851618906","1.939207690737032","1.684029914445857","1.750099218565243","1.898334763783042","2.151941385458342","2.065372312650593","2.254870109468907","2.54294390804769","2.968840877681408"
"IMF.STA:GFS_COFOG(11.0.0)","BRA.S13.G2MF.GF0520_T.POTO_PT.A","OBS_VALUE","Brazil","General government","Expenditure by function","Waste water management, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5517412065611881","0.4362510042013117","0.3646994161212263","0.3285059851979034","0.314131359901223","0.2393033364229677","0.2331995779907009","0.2204749050122657","0.2276509644991506","0.208545504056345","0.1912580074660359","0.2050712396666621","0.2487377118824539","0.2233795526511378","0.2490455874548039"
