"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","SECTOR","GFS_GRP","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF10_T.POTO_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","Social protection, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.2411876393354","37.83573180609029","38.61864766553115","38.68165353938872","39.38549626261125","40.75435516308332","41.20715780903295","41.40896738789511","40.93573633807248","41.00764979194851","41.24889374772242","41.90345663338912","42.06528398322763","41.90840970447667","41.80690761376307","38.09524755385881","40.78557625063623","39.77765308445064","40.36458983537724"
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF01_T.POTO_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","General public services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.48521324740746","12.45695992138588","12.33557491646249","12.06776068296433","11.3821006200143","11.47919998733155","10.83788381753166","10.53473614481109","10.59175466540814","10.44172922695066","10.37375420086649","10.0921865081655","9.66997291762492","9.603107453272825","9.431717942675319","7.998553966065874","8.334581659128434","8.583092863270988","8.766084690096101"
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF03_T.POTO_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","Public order and safety, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.465606897275648","3.522226200940891","3.479378718388446","3.338959057504148","3.236820700226968","3.118890856698878","3.169951475462566","3.14859748126253","3.12464358051639","3.258814299335397","3.235173327317635","3.204503048839133","3.145343988151699","3.208775013507983","3.234817696859727","2.758111098310444","2.793173795917354","2.833447419390072","2.917133403215097"
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF08_T.POTO_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","Recreation, culture and religion, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.033808159187312","0.9975372767248796","0.9705153110989541","0.914533109010229","0.9059444549592772","0.8850547527378923","0.8513279540034628","0.8450492180070408","0.8801348986293827","0.9427859615650315","0.9506539180129685","0.9737049647027141","0.9904915861416109","1.012932528456975","1.090940591615443","0.8762409473905841","1.041434760838709","0.9250975706756868","0.9565225119009885"
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF0320_T.POTO_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","Fire-protection services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9270444062156845","0.9331588058945235","0.9287126683694963","0.9003452726446868","0.8760067811368299","0.8550693469975516","0.8693204805713381","0.9055711823111261","0.9274772383143571","1.004593585579393","0.9737912205505521","0.9135937830611499","0.8950639079161076","0.9108511121176814","0.9224372164248409","0.8056077513775062","0.7848313932557302","0.7821495480608011","0.8475526641752421"
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF0712_T.POTO_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","Other medical products, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.13881028304088","2.217054153041992","2.394136569396453","2.453542776856039","2.613964859259951","2.716463213730557","2.898304531050929","2.944498949898754","3.074302401038287","3.132953276658444","3.36893585761304","3.211812568526747","3.273217076973874","3.159063737737173","3.222289391739143","2.698799871287089","2.877011632189426","2.936666813964133","3.067321360333029"
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF0550_T.POTO_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","R&D Environmental protection, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01571814804319934","0.01222861924631126","0.01301249579127089","0.01069381696208777","0.009539462167152689","0.007355874662025655","0.005980756037925029","0.03929411115265235","0.01838632922344798","0.01254704531729134","0.01113482684621213","0.008463654375132245","0.005677946854417443","0.005032851224169841","0.003958758123604538","0.005005502079666935","0.003227715315509168","0.005085931396621774","0.004993569721024494"
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF0650_T.POTO_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","R&D Housing and community amenities, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.002773790831152826","0.001864453158630417","0.001734999438836119","0.00174700970172721","0.001572996421179433","0.001123814184476142","0.001005169082004207","0.000953496950064361","0.000884903545513539","0.0007811390080803948","0.0006266352770595573","0.0006732452343855195","0.0005725660693530194","0.000902114842068179","0.0004191626248522452","0.0004767144837778034","0.0004965715870014111","0.0002918157358717411","0.0002962287122641649"
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF094_T.POTO_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","Tertiary education, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.446776664696006","1.450928415417712","1.560523557768162","1.549438786368242","1.591415701853243","1.35833377179114","1.353460168918664","1.276531679936166","1.441360391717303","1.427922106770962","1.356038739556882","1.280608613691885","1.280257731073351","1.301941636018502","1.305738150039727","1.271913968926161","1.347488382293912","1.354441894067553","1.421813182093059"
"IMF.STA:GFS_COFOG(11.0.0)","JPN.S13.G2MF.GF012_T.POTO_PT.A","OBS_VALUE","Japan","General government","Expenditure by function","Foreign economic aid, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7896057899348377","0.6584809861421777","0.5091681165659373","0.5881599329148275","0.5047288839184457","0.4952444781134633","0.4725802439042777","0.4828709291325938","0.5860027923622992","0.5790192897395927","0.6182962076033032","0.5554273183680536","0.5721843586401174","0.5551804657001693","0.5235341184404542","0.4908570134632115","0.518131070070389","0.6026411825374129","0.6045604833436943"
