"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","SECTOR","GFS_GRP","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0330_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Law courts, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.958810915326254","1.05812371389054","1.08428203527952","1.06214145625975","1.11501232152482","1.07184257894645","1.18779691569807","1.23946158864217","1.02012503359953","1.04372976842947","0.99008169728291","0.984652721683924","0.937611786297854","0.930191915263269","0.942944460887176","0.967820571393516","0.981898378164067","1.03084118764229","1.09283143831168","0.95499218522345","0.789068136687527","0.850942368640351"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0540_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Protection of biodiversity and landscape, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.337771978054768","0.365826689605799","0.432565046161792","0.351151516366467","0.425567709193322","0.394076904705039","0.355427035523926","0.351819852300399","0.362658134554188","0.360216292954161","0.345246306136525","0.418861180048173","0.41667640349663","0.414123016981271","0.409368588027548","0.426680528806182","0.437362936898316","0.448108477935192","0.447947996777673","0.321862830803465","0.273122203113114","0.321085566678842"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF075_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","R&D Health, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.360051401813386","0.534871604577332","0.390241103005","0.306714645123137","0.34612424957085","0.355630377416743","0.414173088942598","0.401866413031029","0.382167538086691","0.390404294855189","0.495235134688802","0.56067456386902","0.474917626418506","0.510414756966159","0.459084756922852","0.447828901592263","0.400193282204408","0.539676547957486","0.588158228500866","0.668169415685906","0.610219958192467","0.584100140201532"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0610_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Housing development, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.220805003322021","0.263874989223855","0.0329983285629228","0.14266574451806","0.144244399236097","0.174174419078798","0.131977435077564","0.140429155482962","0.31171691421932","0.413249269266778","0.325623415354426","0.201206875756125","0.154950414069929","0.123191745639029","0.13002690326464","0.140128149452806","0.137372848806235","0.134919136989372","0.119861629504916","0.156656768752453","0.189419947729685","0.260389895865914"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0240_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","R&D Defence, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0830_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Broadcasting and publishing services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.422513357708084","0.40968091366715","0.427902238864857","0.388572039518745","0.379147805335485","0.388834196438454","0.36052372508993","0.353313779486388","0.327324437045323","0.318197857875703","0.30813767109315","0.317252621537359","0.319607698626837","0.282364390560668","0.282667181010086","0.268794203731477","0.218526594887933","0.241379920493553","0.222162136547483","0.198680759755225","0.183098683651249","0.179681057920074"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF1060_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Housing, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.998197753756669","1.09560595667802","0.850065637979642","0.728697866027845","0.847085359660792","0.883687604490088","0.907210742748618","0.817676146464621","1.0225095162535","1.31480986658127","0.802401375545215","0.68275103344676","0.70266956914078","0.689291227685417","0.655621585131041","0.633482555821211","0.653411554806656","0.647316952331521","0.588715724452051","0.435291482736448","0.552892632239755","0.537840196500867"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF1090_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Social protection n.e.c., Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05628339427021","1.06037264845779","1.20013486273413","1.11392878740799","1.06267310106766","0.968735983036926","0.982588098961617","1.0412672486343","0.926913438944238","0.937459842818417","0.915864427196161","1.15387848639798","1.0846528984895","1.00797919275996","0.941614262388305","0.999462411592537","0.933577827061987","1.04558644851545","1.0688591124107","1.10598956263742","0.909172154177811","1.16065433213983"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0530_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Pollution abatement, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.000795693705664941","0.0157425419707414","0.0398132007661351","0.079518611698591","0.0700971702551225","0.0978638876429366","0.0922769058265892","0.114036441863824","0.146970839944853","0.18745117396652","0.605589609582188","0.547516621040282","0.886201324089037","0.968057528317825","0.373453228558032","0.428617784328571","0.54081847579636","0.586566477534121","0.577287057452745","0.585325559497061","0.636485900311486","0.58213163195895"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0510_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Waste management, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0688275055400174","0.00412304670662274","0.00394545232817555","0.00267289451087701","0.00342697276802821","0.0771843161469589","0.087448463079849","0.084406886008376","0.0752195891753158","0.193570363541053","0.209634645087963","0.200841377344215","0.213551150713545","0.217084759005077","0.221311775249662","0.230694845124493","0.234478571694069","0.23444964788317","0.234705795449161","0.239259799777959","0.224186900161083","0.237533327938163"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0460_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Communication, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.288058738538988","-0.433374228796879","-0.329417194145286","0.203903400763888","0.277257695425427","0.156364328886305","0.183498814578965","0.185824881893433","0.168190755678115","0.145906888498255","0.11965767499935","0.118712277745935","0.128228791249356","0.116959491811008","-0.460896591270647","0.100746517991306","0.143993987502785","0.0195339931840893","-0.323530869398223","0.101889752633504","0.0535196113138228","0.0792314787387504","0.0542756812251918","-0.0396982495587261"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0650_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","R&D Housing and community amenities, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0160_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","General public services n.e.c., Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.58317187381889","5.9705464536176","5.78654385549602","5.48979121352752","6.05857631089497","6.26212376286648","6.64286423223737","6.4064577492493","5.76481197270418","6.12857233188037","5.88162151135116","6.14439380260893","5.72435723440474","5.88904518686937","5.78470072196524","5.52230830453011","5.74890659265775","4.95381784294528","5.07502501763081","4.79615354049114","4.00582864142956","4.77297631884584"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF041_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","General economic, commercial and labour affairs, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.550222197467307","0.709538855966986","0.781199560978759","0.677912870321182","0.71125262085531","0.737474296166415","0.812787862367922","0.866726755737925","0.829149650131363","0.917470490208277","1.01028744620705","1.06798635959927","1.24373772035944","1.30319390449299","1.18919745799067","1.09115917298562","0.998314975653876","1.05413869982188","1.05631545350902","7.16033416899665","9.6352412652119","2.96577639058703"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0810_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Recreational and sporting services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.18916424311625","1.05924818117417","0.786221045760073","1.13096848991483","1.12840866961802","1.11116289094584","1.08130292845053","1.05247170252922","1.02315982970458","1.14184077460781","1.15095054448665","1.05702140724199","1.03144486767199","1.05389767374919","1.06183095172377","1.13652323980156","1.12020046833765","1.20925884420747","1.16697839981937","1.07829466885336","1.01641566888783","1.08661654990496"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF013_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","General services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0310_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Police services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.73819290002506","1.76541363529028","1.80020229410119","1.83627852897251","1.6570971048311","1.79067613460945","1.74387257203098","1.7678138367536","1.66588629052537","1.68440891688305","1.73594583305","1.69426788840602","1.703376013604","1.66300289731908","1.65958890215392","1.68073060363268","1.7257560927259","1.68774255954136","1.69952640718947","1.59679124552366","1.54652995298287","1.652125223371"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF073_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Hospital services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.93826212537746","5.93381385568587","6.22126096656408","6.01534909672871","6.33958807787328","6.47590975551504","6.45509145875303","6.51651038528382","6.48687667455714","6.29195469352039","6.42970245091849","6.56142749059755","6.61577150745901","6.488041491117","6.51281812528475","6.83722049035166","7.33171438837333","7.02272539605771","6.86124204522965","6.39547345022987","6.2708029531202","6.67455528117953"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0740_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Public health services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.752726245559034","0.777756537840198","0.850065637979642","1.17139601939185","1.31595754292283","1.17407539014487","1.26344251873033","1.32835025620851","1.07171656738548","1.03434701108185","1.0301046230365","0.899491591709034","0.953070876332672","0.865083621323309","0.754887648109289","0.655922432288883","0.827179690500675","0.875131232821771","0.85575628506998","0.796770052909288","1.01717858006971","1.61811377540196"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0230_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Foreign military aid, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0140_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Basic research, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF066_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Housing and community amenities n.e.c., Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.60711429742235","0.598216594888172","0.714485548884154","0.752085692998019","0.627759102506986","0.661163764730554","0.644865353509071","0.715093146360046","0.583547936772191","0.34756996783346","0.434423601869032","0.300805193001436","0.28239802842675","0.298127451198764","0.314758219795349","0.283000744228997","0.2422222497553","0.243591709624527","0.268713048471485","0.225653178049268","0.257101068293629","0.256124794673654"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF012_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Foreign economic aid, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0950_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Education not definable by level, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.775801363023318","0.897324892332258","0.721300421087367","0.80454124777398","0.891012919687336","0.751746113114343","0.799643768224018","0.7890425420665","0.737455453528601","0.794882725731804","0.775978473105954","0.722224861932975","0.579895633166579","0.502875901878374","0.417349779020774","0.314804022388216","0.392449604143178","0.431888690974721","0.411571385962809","0.394953267877054","0.481832905013198","0.729988473290624"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF092_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Secondary education, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.72941639845158","3.8231887643229","4.00104733825439","3.96991657228008","4.00426190795151","4.0517397053598","3.92418271900341","3.79855885824125","3.64522366447294","4.29648697326526","4.16335570860979","3.54917232884623","3.66811850291296","3.52081666361115","3.53234211375192","3.6184704399023","3.66059149310503","3.70120793177073","3.65550095192434","3.46246378591606","3.19234734692187","3.52166124597823"
