"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","SECTOR","GFS_GRP","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF1030_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Survivors, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.000536493638526681","-0.0034858301006409","0.000650313451083422","0.00346754075890189","0.00116571628408506","0.0001827492059547","0.000539270582609962","0.000342675231262947","-0.00166274812358874","0.000968627761194512","-0.000464620683673849","0.000147452608731554","-0.000836243926778482","0.0170985865971164","0.012642528156872","0.0193569977187177"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF1070_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Social exclusion n.e.c., Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.24685203677696","1.16644739554636","1.09755310220156","1.13197082535641","1.07762716405542","1.05058048430974","1.03972467146471","0.909552668402942","1.01665669519375","0.825682646590286","0.877201503774006","0.88962313458748","0.827420830584551","0.860800180932522","1.00696026364534","0.962977432587544","0.911276034245642","0.699367723213759","0.639447856009946","0.618198194292925","0.589948318216793","2.19816753754929"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF043_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Fuel and energy, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.17722427689987","1.04592354607801","1.54046301416733","1.56713257094452","1.4027876414086","1.46374385651902","1.60506942735285","1.48048256216978","1.43941243216709","1.59103245307824","1.61342767213797","1.91551030981457","1.41090527583762","1.4676588730222","1.38520636986412","1.40239838394361","1.41865669904592","1.30167427308522","1.32618230476639","1.34329326554445","1.32781598173643","1.22748585754228","1.21161194413746","1.36253578857347"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF011_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Executive and legislative organs, financial and fiscal affairs, external affairs, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0970_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","R&D Education, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF047_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Other industries, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.224783471850346","0.243634578118616","0.270442823222215","0.230871263377002","0.271353934632052","0.238834487700024","0.218889404518886","0.205912963802144","0.202247483286944","0.210500121363927","0.208857500898573","0.254386894688943","0.252917903244072","0.242614063734166","0.232119638052988","0.237636677413054","0.247333077275712","0.257452254845293","0.25881749533794","0.20963830468718","0.207402854159719","0.232940142038806"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF072_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Outpatient services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.08254128655715","1.21330019903071","1.28514142653209","1.35749629971166","1.36362361869632","1.34912359393477","1.36188910139998","1.27307495032692","1.26941185651484","1.35866405853209","1.42081386425234","1.48502004758789","1.39329542860327","1.47812961005272","1.59191505352386","1.70785218094612","1.73241565585856","1.69703207389145","1.74997979077177","1.63568450940302","1.59982474840279","1.86614581396722"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0820_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Cultural services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.928574554510986","0.914566724014498","0.917855682527385","0.980284061864144","0.886339775003661","0.938444779718874","0.924646786000735","0.985244979159716","0.877272845511537","0.860358054179305","0.845144305961667","0.856362779103725","0.814118822880172","0.778900800660678","0.717974639765619","0.723242061691902","0.758260955755721","0.842986564118292","0.786208665159569","0.681776037414597","0.662206905872018","0.692258731974479"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0550_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","R&D Environmental protection, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0.00203972985817758","0.0019428604734751","0.0063962222084145","0.00575221954783959","0.00154203854068326","0.000997648874153246","0.0011300657213936","0.00139386205102155","0.00147452608731554","0.00125436589016772","0.000963300653358668","0.000871898493577378","0.000765530983226123"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF094_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Tertiary education, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.84160921095034","3.89290573590761","3.99710188592621","3.99397262287797","4.01610054115015","4.06921539958175","3.95556759685722","4.05078356480905","4.03844653122805","4.03111811871636","4.14858996901138","4.12483232760354","4.35263262910587","4.2097652160653","4.36471382442045","4.38400924716636","4.33460123155456","4.44097766977693","4.56561309223492","4.10871811173806","3.4454158846827","3.49946084746467"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0960_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Subsidiary services to education, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.306739923533835","0.317849418837826","0.313125443863387","0.301368856101383","0.328989385730708","0.330581882365277","0.300436437574941","0.325178150816929","0.293941679889707","0.296780694364838","0.282491912843279","0.277961542257099","0.246985926835362","0.272255471238411","0.263545577588816","0.250228838308582","0.239124778530807","0.230910785273613","0.264949950800982","0.231914632296099","0.211653359315908","0.216207821976863"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF101_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Sickness and disability, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.59213536341321","5.52300847473509","5.43647463074153","5.69694053812049","5.53144559057645","5.43377585674591","5.36413164480902","5.34626742292581","5.91590146450589","5.04771948003206","5.10292303358234","5.1791124967562","5.16962756175996","5.32174634151356","5.40027335579152","5.39525662985343","5.41515406821871","5.79518242836752","5.94736680724856","5.99883440620944","6.14677539240882","6.71501906172148"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0180_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Transfers of a general character between different levels of government, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0268067280343853","0.0609018773665675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0150_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","R&D General public services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0350_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","R&D Public order and safety, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0.00273886650764642","0.00303479610505597","0.00407945971635517","0.00388572094695019","0.0038377333250487","0.00395465093913972","0.00376942754389241","0.00365804587189523","0.00355163512437988","0.00371696546939079","0.00442357826194661","0.00432059362168882","0.00385320261343467","0.00326961935091517","0.00809275610839044"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0630_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Water supply, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.449566943700692","0.425048633210017","0.409968364645878","0.392581381285061","0.499091852216473","0.486406822511024","0.579144882789552","0.50220852235662","0.483833207606066","0.629256661247784","0.44238932981028","0.380301097591731","0.444358960070608","0.445477800641831","0.41951135158144","0.400366141293731","0.408866201632987","0.387358003137792","0.404323938597396","0.376770968044909","0.340912310988755","0.37226678098596"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF1020_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Old age, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0221361988916","11.7503082914469","11.5949670375392","12.3056722162639","11.7962633535109","11.6227929654506","11.456553403918","11.2968283925841","12.2792185833572","10.3734541397337","10.7543155788267","10.8832634622203","11.4580618255747","11.5661457432026","11.7747508371937","11.6976331580655","11.322341440448","10.6083304825829","10.7411351175062","10.0314517663322","9.77648882117144","9.6225057360143"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF045_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Transport, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.75844866284406","5.86864612478706","6.27125994119823","5.67818495987526","5.95117682082625","6.31437917013308","5.73644087070032","5.96387191481182","6.3097016827123","6.62407314267503","6.36895316876068","6.17630201056172","5.98945026762903","6.27615598010227","6.53488092006752","6.23737455944816","6.15083785877948","5.99257708259005","6.65693028211768","7.18772486522832","7.22222067362236","6.43063392407746","6.59863678670529","7.38146846340434"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF1040_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Family and children, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.84336371557133","6.68083495444033","6.63445742856938","6.83759827063725","6.74739783726864","6.57639499729127","6.5489778454952","6.53393953578703","7.35049293759592","6.06717646314922","6.20374777785333","6.16742020255922","6.24385456231901","6.32938285904226","6.55305662987559","6.6005524406998","6.3267398495868","6.13697757540726","5.99196648334341","5.51610036629507","5.36359257055294","5.03150706803821"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0170_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Public debt transactions, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.98976800821467","7.03019497427116","6.63290273042295","5.95367944436323","5.72592736063586","5.13295979632544","4.83140851696196","4.54542806712997","4.18438213368885","3.95616817636308","3.98663822629174","4.57062666620433","5.16509456873355","5.68880003216386","5.71806574427429","6.0732331236732","6.29400047222047","6.15336929094834","5.64514130663726","5.70538378965001","5.46123033781467","4.33870614272744","3.84321957237738","4.39742869078891"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF025_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Defence n.e.c., Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.58279789777723","4.65491973177707","5.15706487040983","4.65985746790021","4.73856870924628","4.91474773835391","5.07630280773946","4.80247792722583","4.87149806206592","4.93940982456284","4.74232812970537","4.55794794571618","4.55539836816722","4.58927803468901","4.82080563472084","5.10886568846025","5.22047800175936","5.27025114128319","5.41579441779304","5.26443807060512","4.99336267271764","5.4604231417829"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0320_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Fire-protection services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.484577466749949","0.47377554883374","0.510756737756544","0.512861634274526","0.562335076935539","0.530096058065907","0.582363844620712","0.540801641328002","0.590484613583747","0.556234332325027","0.579555279237622","0.595762411412322","0.584389554688329","0.567127507740177","0.571486530077451","0.61427143855752","0.582014843082108","0.598805044058839","0.657984596386869","0.649385052945412","0.659155261144498","0.756672696134506"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0930_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Post-secondary non-tertiary education, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.67135462874921","1.74479840175717","1.61117925983314","1.53223677836025","1.51316424857391","1.49358933283625","1.31172694619774","1.36744135090856","1.29412376765601","1.45330752395153","1.45189963182794","1.44719096195527","1.35500721723796","1.29377033563326","1.17423272487837","1.1299042834334","1.02232037764369","1.0855461054817","1.08753522677542","1.22531843107223","1.01488984652407","1.0335761889243"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF1080_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","R&D Social protection, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0.000203972985817758","0.00019428604734751","0.0001827492059547","0","0.00171337615631473","0","0","0.000154873561224616","0.00117962086985243","0.000975617914574895","0.000722475490019001","0.00098088580527455","0.000874892552258426"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF044_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Mining, manufacturing and construction, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.384381218933728","0.648737389339524","0.611092765950675","1.07873894742366","0.770439236447371","0.790174439778016","0.831508210715209","0.782037316432395","0.725607646107336","0.584125529721681","0.614762982424195","0.593357415743859","0.472309381101796","0.608920354241061","0.742395835393047","0.779757488738835","0.745409983804833","0.658989753532666","0.630954888429087","0.542625600132118","0.487112087348466","0.461300600377132","0.512240364976709","0.528981909409251"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0490_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Economic affairs n.e.c., Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.820758057393387","0.836978481444416","0.705877289259044","0.6438334653075","0.589750859079764","0.628251207279209","0.62877054435327","0.643633629296908","0.612812042070945","0.833229647065543","0.723521240322126","0.69170574453854","0.70213029855817","0.646114148546286","0.558018270276382","0.579239401194318","0.536636889643295","0.493671334033242","0.514986884907748","0.46298637652051","0.573382246838823","0.580381846854433"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0640_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Street lighting, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000442357826194661","0.00264810576813186","0.000722475490019001","0","0"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0220_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Civil defence, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF048_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","R&D Economic affairs, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0246665048756132","0.0228641681003625","0.016857841765841","0.0170397025068409","0.0193156646925227","0.0066990161184153","0.0072426641201102","0.0136943325382321","0.047689653079451","0.0660872474049537","0.0361372048066368","0.0434943110172186","0.041883348582707","0.0371802625920297","0.0438965504627428","0.0358392271641969","0.0312844593673725","0.0610453800148632","0.0979799134208788","0.0689964092968146","0.0846831411887028","0.0704288504568033"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0860_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Recreation, culture and religion n.e.c., Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0604727216305355","0.05472407446972","0.286941987503676","0.0240560505978931","0.0218080085238159","0.0666988996137872","0.115882625921763","0.113040490406498","0.0984141022639579","0.117284466845211","0.118903060976676","0.111477015632367","0.110909983156782","0.116852253860665","0.122710811520849","0.153204624228932","0.118788021459281","0.112063982635981","0.130732800553036","0.124386196864938","0.129694900919635","0.132327498529087"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF0840_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Religious and other community services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF1050_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Unemployment, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.07874980604966","2.03078791422564","1.9863559084942","2.07917781764845","2.00571369823324","1.93805448921458","1.88389741168644","1.84500007469636","2.09119128753392","1.66339969934382","1.70214006081153","1.73447271371606","1.7866034401868","1.81600738807799","1.83733667656556","1.82005156328449","1.72312324218508","1.61224682387081","1.49199853936061","2.44160591851921","3.24618707890027","1.74158298683943"
"IMF.STA:GFS_COFOG(11.0.0)","AUS.S13.G2MF.GF04_T.POTO_PT.A","OBS_VALUE","Australia","General government","Expenditure by function","Economic affairs, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5019309931211","11.4830931092615","11.1695503932716","11.7578047400044","11.5906629077266","11.6424602657525","11.0759759862672","11.3996866025503","11.6901963834964","12.2683790392056","11.6343244110328","11.9116144257854","11.0098017310887","11.4125051626651","11.2071212478002","11.4460380746449","11.1259465193694","10.591944568662","10.7547298385598","11.6729383176247","11.6629546727917","16.6664258415033","19.4728719682455","13.6782888851463"
