"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","SECTOR","GFS_GRP","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:GFS_COFOG(11.0.0)","GBR.S13.G2MF.GF01_T.POTO_PT.A","OBS_VALUE","United Kingdom","General government","Expenditure by function","General public services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","13.76076566743311","14.0662072757481","14.35471225631304","15.19194604301288","13.13075375176142","12.92895912039946","10.88330399209839","10.13661696947748","9.439552788926202","9.906970600445333","10.34137207649231","10.603179773899","10.70349392904438","10.06002434950027","9.045750348869281","11.38712027372114","12.43726472216342","11.61654597727657","12.51732024720891","11.94775904838125","10.99074767585012","11.23297289537085","11.71017292834826","11.61879910385291","10.8395331100356","10.34225002540024","9.833952790641569","13.88874459796053","13.63910558548979",""
"IMF.STA:GFS_COFOG(11.0.0)","GBR.S13.G2MF.GF07_T.POTO_PT.A","OBS_VALUE","United Kingdom","General government","Expenditure by function","Health, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","12.92431196171663","13.14373995206875","12.983570876922","13.39903567439164","14.09384749507898","14.06207576004406","14.43685355705119","14.78508145376015","14.9688754197723","15.41778314526173","15.29499471211359","15.87493642779028","15.86400303587147","15.46957728134998","16.28174983546478","16.04705962797279","16.11795349864635","16.09191867943771","16.75332126145185","17.31760412530759","17.77496547135445","18.18098465554911","18.0045221311418","18.38134851287502","18.68511845686017","18.9787835464534","20.35810618387089","19.13431120005109","18.62655732521898",""
"IMF.STA:GFS_COFOG(11.0.0)","GBR.S13.G2MF.GF091_T.POTO_PT.A","OBS_VALUE","United Kingdom","General government","Expenditure by function","Pre-primary and primary education, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","3.292847586010526","3.366542555416769","3.429169884621686","3.523323388430921","3.93791019897906","4.104509452551064","4.257014728575465","4.611353672740768","4.449995904660496","4.270672151564328","3.978744430381941","4.07909213898464","4.01072002746141","3.69574450012741","3.69159682453855","3.719351674332857","3.583389105329524","3.242342245386385","3.09664249729151","2.903298478649691","2.826736916933241","2.817351691822526","2.796114420651532","2.624057665907008","2.499679935045964","2.07801137930534","2.18315620300786","2.096438379494603","2.100683370940101",""
"IMF.STA:GFS_COFOG(11.0.0)","GBR.S13.G2MF.GF0560_T.POTO_PT.A","OBS_VALUE","United Kingdom","General government","Expenditure by function","Environmental protection n.e.c., Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","0.05235489885707113","0.05109877303180077","0.04768424255189684","0.09897770173776565","0.1348824713100597","0.2016957961941555","0.1683196769807749","0.2427851887621309","0.3030551232697191","0.2051175604785447","0.2721961199049914","0.2428209108526488","0.2628044335060694","0.2241003425918061","0.2924767124634404","0.2682509250712048","0.2423287755888274","0.2371508079270636","0.1973419663506975","0.2194339028491557","0.2051425851655346","0.2237908357954347","0.2077893592247509","0.2015536092857735","0.1920389724218905","0.1725401686575613","0.1815744555033748","0.1788261341621783","0.1644525993498971",""
"IMF.STA:GFS_COFOG(11.0.0)","GBR.S13.G2MF.GF045_T.POTO_PT.A","OBS_VALUE","United Kingdom","General government","Expenditure by function","Transport, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","3.614937373131221","3.35787668162775","3.227023801165485","2.992802907116497","2.947127167851914","1.719327370378128","3.382331988224867","3.339749479666182","3.831394872634941","4.260104917537834","4.160092928102082","4.289669889874651","4.178889670951213","4.439961493813528","4.177965661977754","3.87622586727891","3.668197602483508","3.637081110444885","3.60875834637421","3.999472263330641","4.203209226988795","3.986492926158676","4.1816879356168","3.88924657557579","4.047918921255267","4.306700582028245","4.646564687486962","4.298554488748856","4.240769301552272",""
"IMF.STA:GFS_COFOG(11.0.0)","GBR.S13.G2MF.GF0460_T.POTO_PT.A","OBS_VALUE","United Kingdom","General government","Expenditure by function","Communication, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","0.04255749088381805","0.04183525277457373","0.03861546022607597","0.03987387412864273","0.06497387337496779","0.08352274637270797","0.08645400912355437","0.1191570033243239","0.09849291506265869","0.08038645884439748","0.06033391702352676","0.08991520381333537","0.1160496509850049","0.07658767235765452","0.04464980624441877","0.03681875442153792","0.03260853844060184","0.05368243572200954","0.07325087913861064","0.07841370323027117","0.06874982320595553","0.05018705535897618","0.02905084247443176","0.03270278280242409","0.01871148962059446","0.01161153606107668","0.01813930624409339","0.03406212079279586","0.02862780782561575",""
"IMF.STA:GFS_COFOG(11.0.0)","GBR.S13.G2MF.GF0150_T.POTO_PT.A","OBS_VALUE","United Kingdom","General government","Expenditure by function","R&D General public services, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","0.005511041984954855","0.005079994979769667","0.004973203210934026","0.005373075237192992","0.006031330017929499","0.005171687081901422","0.005071324557526932","0.008271686909943685","0.0110574166598411","0.008114126127486131","0.006761559666429723","0.007146679785533126","0.004566404177157587","0.002972904102607662","0.01392746249825907","0.007495246435813076","0.002629720841984019","0.002049925946425185","0.002177036617755911","0.002240391520864891","0.04341446796368927","0.03003984803938719","0.03780109623179072","0.02679811368531974","0.03414026176389164","0.04345254510356039","0.03473677145743884","0.02290677623315522","0.01203311702560223",""
"IMF.STA:GFS_COFOG(11.0.0)","GBR.S13.G2MF.GF0340_T.POTO_PT.A","OBS_VALUE","United Kingdom","General government","Expenditure by function","Prisons, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","0.5550843954846196","0.5626841498180167","0.5517330150483278","0.5463569135924664","0.6242426568557032","0.6599072716506215","0.6409188274131656","0.6762662946643148","0.6871979687116062","0.7038532664075178","0.7220998977097384","0.7065240876349144","0.7714073815136213","0.7392621535151052","0.6981481936627315","0.6431447424133642","0.5507950303535528","0.5223467552234676","0.5205678735986928","0.4469581084125457","0.4779281090846926","0.4892031477900203","0.5045979666743669","0.4806627763981291","0.4326621635077806","0.4387890619330305","0.4546617110082008","0.4482575096331935","0.487537859096132",""
"IMF.STA:GFS_COFOG(11.0.0)","GBR.S13.G2MF.GF0620_T.POTO_PT.A","OBS_VALUE","United Kingdom","General government","Expenditure by function","Community development, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","0.9656570233637563","0.8130980199972508","0.9425682791546725","0.9688503032959575","0.7862661132464456","0.6984363404107871","0.9386780264336755","0.8765752533483565","1.023015808010484","1.113710986149375","1.302380415749233","1.452105611307045","1.459517252347368","1.180809196183357","1.195713618600536","1.057618720758677","0.8947625164850625","0.7161928775322991","0.6830772540652957","0.7240198598261705","0.7369390709303856","0.7439989673048224","0.7783059042045553","0.8015588326469155","0.8870996862816331","0.7273538760758814","0.8075619139870377","0.8348625806314266","0.7962305671058623",""
"IMF.STA:GFS_COFOG(11.0.0)","GBR.S13.G2MF.GF0760_T.POTO_PT.A","OBS_VALUE","United Kingdom","General government","Expenditure by function","Health n.e.c., Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","0.03306625190972913","0.03227290928324259","0.03159446745769852","0.04298460189754394","0.1060965780426689","0.1804918791583596","0.1849826005269348","0.1520201918584245","0.1713899582275371","0.1930407215911235","0.2097817229841017","0.1829882428807435","0.1784046873351567","0.1275517426880716","0.2132813374733398","0.168182810375525","0.1867101797808654","0.4347124210137909","0.5341423372152884","0.6464774199651246","0.6850384888321508","0.5548323740286814","0.3977282007844894","0.6002323260194922","0.7327025409327513","0.4928552767174188","0.7323744896052706","0.6591871926425819","0.4669321292875844",""
